+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                             ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; top_inst|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                                                                         ; 353   ; 7              ; 49           ; 7              ; 292    ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0|ddr_sfp_side_status_s1_translator                                                                                                                                                                      ; 147   ; 6              ; 65           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0|dp_switch_s1_translator                                                                                                                                                                                ; 147   ; 6              ; 65           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0|led_s1_translator                                                                                                                                                                                      ; 147   ; 6              ; 65           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0|pcie_256_hip_avmm_0_dma_rd_master_translator                                                                                                                                                           ; 357   ; 11             ; 0            ; 11             ; 223    ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0|pcie_256_hip_avmm_0_rxm_bar4_translator                                                                                                                                                                ; 148   ; 13             ; 2            ; 13             ; 141    ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|mm_interconnect_0                                                                                                                                                                                                        ; 547   ; 0              ; 0            ; 0              ; 779    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_reconfig_driver_0                                                                                                                                                                                                   ; 44    ; 6              ; 33           ; 6              ; 41     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|rs_hip                                                                                                                                                                                               ; 11    ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|g_tx_side_fifo.tx_side_fifo                                                                                                                                                        ; 265   ; 2              ; 0            ; 2              ; 265    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|altpcieav_cra_inst                                                                                                                                                                 ; 102   ; 4              ; 36           ; 4              ; 33     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|arbiter_inst                                                                                                                                                                       ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_tlpgen                                                                                                                                                 ; 426   ; 24             ; 2            ; 24             ; 190    ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|tlp_header_fifo|subfifo|fifo_state|is_almost_full_compare|auto_generated                                                                       ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|tlp_header_fifo|subfifo|fifo_state|is_almost_empty_compare|auto_generated                                                                      ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|tlp_header_fifo|subfifo|rd_ptr|auto_generated                                                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|tlp_header_fifo|subfifo|last_row_data_out_mux|auto_generated                                                                                   ; 4453  ; 0              ; 0            ; 0              ; 139    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|LPM_DEST_ADD_SUB_component|auto_generated                                                                                                      ; 130   ; 0              ; 1            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign|aligned_data_buff|auto_generated                                                                                                               ; 152   ; 0              ; 0            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_wdalign                                                                                                                                                ; 378   ; 0              ; 77           ; 0              ; 304    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|tlp_gen_desc_fifo                                                                                                                              ; 165   ; 21             ; 0            ; 21             ; 163    ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|desc_data_done_fifo                                                                                                                            ; 6     ; 2              ; 0            ; 2              ; 5      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|total_desc_bcnt_fifo                                                                                                                           ; 22    ; 1              ; 0            ; 1              ; 22     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|wr_data_buff|auto_generated                                                                                                                    ; 150   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|LPM_DEST_ADD_SUB_component|auto_generated                                                                                                      ; 130   ; 0              ; 1            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem|write_desc_fifo                                                                                                                                ; 165   ; 1              ; 0            ; 1              ; 164    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128|dma_wr_readmem                                                                                                                                                ; 316   ; 64             ; 1            ; 64             ; 459    ; 64              ; 64            ; 64              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|write_data_mover_128                                                                                                                                                               ; 481   ; 0              ; 0            ; 0              ; 255    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|rd_status_fifo                                                                                                                                                     ; 37    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|rxm_cmd_fifo                                                                                                                                                       ; 76    ; 34             ; 0            ; 34             ; 76     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|wr_ptr                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|usedw_counter                                                                                            ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                               ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|two_comparison                                                                                           ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                     ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo|FIFOram                                                                                                  ; 166   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated|dpfifo                                                                                                          ; 149   ; 0              ; 0            ; 0              ; 154    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|g_avmmwr_data_fifo.avmmwr_data_fifo|auto_generated                                                                                                                 ; 149   ; 0              ; 0            ; 0              ; 154    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|desc_outstanding_reads_queue                                                                                                                                       ; 9     ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|tag_queu                                                                                                                                                           ; 9     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|tag_fifo                                                                                                                                                           ; 9     ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|LPM_SRC_ADD_SUB_component|auto_generated                                                                                                                           ; 130   ; 0              ; 1            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|LPM_DEST_ADD_SUB_component|auto_generated                                                                                                                          ; 66    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover|read_desc_fifo                                                                                                                                                     ; 165   ; 0              ; 0            ; 0              ; 164    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|read_data_mover                                                                                                                                                                    ; 550   ; 88             ; 177          ; 88             ; 416    ; 88              ; 88            ; 88              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|wr_ptr                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|usedw_counter                                                                                                        ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                           ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|two_comparison                                                                                                       ; 12    ; 6              ; 0            ; 6              ; 1      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                 ; 12    ; 6              ; 0            ; 6              ; 1      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo|FIFOram                                                                                                              ; 147   ; 0              ; 0            ; 0              ; 131    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated|dpfifo                                                                                                                      ; 136   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|g_tx_output_fifo.tx_output_fifo|auto_generated                                                                                                                             ; 136   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|predecode_tag_fifo                                                                                                                                                         ; 14    ; 2              ; 0            ; 2              ; 14     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_fifo                                                                                                                                                              ; 271   ; 2              ; 0            ; 2              ; 271    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_eop_fifo                                                                                                                                                                ; 6     ; 3              ; 0            ; 3              ; 6      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                          ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                   ; 5     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|two_comparison                                                                                                                  ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                            ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo|FIFOram                                                                                                                         ; 284   ; 0              ; 0            ; 0              ; 266    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated|dpfifo                                                                                                                                 ; 271   ; 0              ; 0            ; 0              ; 273    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf|rx_input_buffer_fifo|auto_generated                                                                                                                                        ; 271   ; 0              ; 0            ; 0              ; 273    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|hip_inf                                                                                                                                                                            ; 314   ; 17             ; 2            ; 17             ; 630    ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|txs_slave                                                                                                                                                                          ; 402   ; 129            ; 199          ; 129            ; 297    ; 129             ; 129           ; 129             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app|rxm_master                                                                                                                                                                         ; 494   ; 136            ; 262          ; 136            ; 623    ; 136             ; 136           ; 136             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcieav_256_app                                                                                                                                                                                    ; 1200  ; 163            ; 163          ; 163            ; 1184   ; 163             ; 163           ; 163             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|ep_last_fifo                                                                                                                                                             ; 14    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                           ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                    ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|two_comparison                                                                                                                   ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                             ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|FIFOram                                                                                                                          ; 180   ; 0              ; 0            ; 0              ; 160    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo                                                                                                                                  ; 165   ; 0              ; 0            ; 0              ; 169    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control|g_dt_fifo.dt_fifo|auto_generated                                                                                                                                         ; 165   ; 0              ; 0            ; 0              ; 169    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|write_control                                                                                                                                                                          ; 632   ; 200            ; 168          ; 200            ; 458    ; 200             ; 200           ; 200             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|ep_last_fifo                                                                                                                                                              ; 14    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                            ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                     ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|two_comparison                                                                                                                    ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                              ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo|FIFOram                                                                                                                           ; 180   ; 0              ; 0            ; 0              ; 160    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated|dpfifo                                                                                                                                   ; 165   ; 0              ; 0            ; 0              ; 169    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control|g_dt_fifo.dt_fifo|auto_generated                                                                                                                                          ; 165   ; 0              ; 0            ; 0              ; 169    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0|read_control                                                                                                                                                                           ; 632   ; 22             ; 168          ; 22             ; 298    ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|dma_control_0                                                                                                                                                                                        ; 856   ; 0              ; 0            ; 0              ; 594    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|altpcie_rxm_2_dma_controller_decode                                                                                                                                                                  ; 132   ; 0              ; 63           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_tl_cfg_sync.altpcie_tl_cfg_pipe_inst                                                                                                                         ; 166   ; 0              ; 0            ; 0              ; 164    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[3].sv_xcvr_avmm_csr_inst|gen_status_reg_rx.alt_xcvr_resync_inst ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[3].sv_xcvr_avmm_csr_inst|gen_status_reg_tx.alt_xcvr_resync_inst ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[3].sv_xcvr_avmm_csr_inst                                        ; 30    ; 2              ; 11           ; 2              ; 23     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[3].av_reconfig_bundle_to_xcvr_inst                              ; 111   ; 5              ; 22           ; 5              ; 94     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[2].sv_xcvr_avmm_csr_inst|gen_status_reg_rx.alt_xcvr_resync_inst ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_inst|pcie_256_hip_avmm_0|a5_hip_ast|altpcie_av_hip_128bit_atom|g_pcie_xcvr.av_xcvr_pipe_native_hip|inst_av_xcvr_native|inst_av_xcvr_avmm|avmm_interface_insts[2].sv_xcvr_avmm_csr_inst|gen_status_reg_tx.alt_xcvr_resync_inst ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
